연번,호선,고유역번호(외부역코드),역명,승하차구분,수송연월,승하차인원수
603,2,220,선릉,승차,2022-02,21208
604,2,220,선릉,하차,2022-02,18470
605,2,221,역삼,승차,2022-02,18008
606,2,221,역삼,하차,2022-02,18414
607,2,222,강남,승차,2022-02,21800
608,2,222,강남,하차,2022-02,20061
609,2,223,교대(법원.검찰청),승차,2022-02,11303
610,2,223,교대(법원.검찰청),하차,2022-02,12236
611,2,224,서초,승차,2022-02,6826
612,2,224,서초,하차,2022-02,6666
613,2,225,방배,승차,2022-02,5885
614,2,225,방배,하차,2022-02,5838
615,2,226,사당,승차,2022-02,16641
616,2,226,사당,하차,2022-02,15534
617,2,227,낙성대(강감찬),승차,2022-02,11694
618,2,227,낙성대(강감찬),하차,2022-02,11570
619,2,228,서울대입구(관악구청),승차,2022-02,20541
620,2,228,서울대입구(관악구청),하차,2022-02,19450
621,2,229,봉천,승차,2022-02,18079
622,2,229,봉천,하차,2022-02,17077
623,2,230,신림,승차,2022-02,29593
624,2,230,신림,하차,2022-02,29246
625,2,231,신대방,승차,2022-02,15275
626,2,231,신대방,하차,2022-02,15205
627,2,232,구로디지털단지,승차,2022-02,22627
628,2,232,구로디지털단지,하차,2022-02,23217
629,2,233,대림(구로구청),승차,2022-02,13676
630,2,233,대림(구로구청),하차,2022-02,14281
631,2,234,신도림,승차,2022-02,24387
632,2,234,신도림,하차,2022-02,23015
633,2,235,문래,승차,2022-02,8429
634,2,235,문래,하차,2022-02,8189
635,2,236,영등포구청,승차,2022-02,14365
636,2,236,영등포구청,하차,2022-02,14055
637,2,237,당산,승차,2022-02,7372
638,2,237,당산,하차,2022-02,7998
639,2,238,합정,승차,2022-02,9101
640,2,238,합정,하차,2022-02,9017
641,2,239,홍대입구,승차,2022-02,14306
642,2,239,홍대입구,하차,2022-02,13808
643,2,240,신촌,승차,2022-02,15085
644,2,240,신촌,하차,2022-02,13893
645,2,241,이대,승차,2022-02,5636
646,2,241,이대,하차,2022-02,6035
647,2,242,아현,승차,2022-02,7362
648,2,242,아현,하차,2022-02,6887
649,2,243,충정로(경기대입구),승차,2022-02,6541
650,2,243,충정로(경기대입구),하차,2022-02,6360
651,2,244,용답,승차,2022-02,1879
652,2,244,용답,하차,2022-02,1973
653,2,245,신답,승차,2022-02,1084
654,2,245,신답,하차,2022-02,1065
655,2,246,신설동,승차,2022-02,3882
656,2,246,신설동,하차,2022-02,4089
657,2,247,도림천,승차,2022-02,663
658,2,247,도림천,하차,2022-02,758
659,2,248,양천구청,승차,2022-02,4761
660,2,248,양천구청,하차,2022-02,4569
661,2,249,신정네거리,승차,2022-02,7792
662,2,249,신정네거리,하차,2022-02,7846
663,2,250,용두(동대문구청),승차,2022-02,2402
664,2,250,용두(동대문구청),하차,2022-02,2343
665,3,309,지축,승차,2022-02,3280
666,3,309,지축,하차,2022-02,3049
667,3,310,구파발,승차,2022-02,12349
668,3,310,구파발,하차,2022-02,11575
669,3,311,연신내,승차,2022-02,27279
670,3,311,연신내,하차,2022-02,25615
671,3,312,불광,승차,2022-02,13301
672,3,312,불광,하차,2022-02,14366
673,3,313,녹번,승차,2022-02,7890
674,3,313,녹번,하차,2022-02,7768
675,3,314,홍제,승차,2022-02,12893
676,3,314,홍제,하차,2022-02,12721
677,3,315,무악재,승차,2022-02,2461
678,3,315,무악재,하차,2022-02,2530
679,3,316,독립문,승차,2022-02,6202
680,3,316,독립문,하차,2022-02,6069
681,3,317,경복궁(정부서울청사),승차,2022-02,7537
682,3,317,경복궁(정부서울청사),하차,2022-02,7007
683,3,318,안국,승차,2022-02,7230
684,3,318,안국,하차,2022-02,7508
685,3,319,종로3가,승차,2022-02,7305
686,3,319,종로3가,하차,2022-02,8283
687,3,320,을지로3가,승차,2022-02,4797
688,3,320,을지로3가,하차,2022-02,4650
689,3,322,동대입구,승차,2022-02,3252
690,3,322,동대입구,하차,2022-02,3448
691,3,323,약수,승차,2022-02,8552
692,3,323,약수,하차,2022-02,8002
693,3,324,금호,승차,2022-02,4412
694,3,324,금호,하차,2022-02,4066
695,3,325,옥수,승차,2022-02,4220
696,3,325,옥수,하차,2022-02,4237
697,3,326,압구정,승차,2022-02,9899
698,3,326,압구정,하차,2022-02,9727
699,3,327,신사,승차,2022-02,7821
700,3,327,신사,하차,2022-02,7761
701,3,328,잠원,승차,2022-02,2197
702,3,328,잠원,하차,2022-02,2024
703,3,329,고속터미널,승차,2022-02,16033
704,3,329,고속터미널,하차,2022-02,15052
705,3,330,교대(법원.검찰청),승차,2022-02,5035
706,3,330,교대(법원.검찰청),하차,2022-02,3175
707,3,331,남부터미널(예술의전당),승차,2022-02,11078
708,3,331,남부터미널(예술의전당),하차,2022-02,10990
709,3,332,양재(서초구청),승차,2022-02,13846
710,3,332,양재(서초구청),하차,2022-02,13954
711,3,333,매봉,승차,2022-02,4702
712,3,333,매봉,하차,2022-02,4277
713,3,334,도곡,승차,2022-02,1860
714,3,334,도곡,하차,2022-02,1599
715,3,335,대치,승차,2022-02,3725
716,3,335,대치,하차,2022-02,3519
717,3,336,학여울,승차,2022-02,1430
718,3,336,학여울,하차,2022-02,1296
719,3,337,대청,승차,2022-02,6827
720,3,337,대청,하차,2022-02,6512
721,3,338,일원,승차,2022-02,6471
722,3,338,일원,하차,2022-02,6064
723,3,339,수서,승차,2022-02,15509
724,3,339,수서,하차,2022-02,14739
725,3,340,가락시장,승차,2022-02,5834
726,3,340,가락시장,하차,2022-02,5653
727,3,341,경찰병원,승차,2022-02,3948
728,3,341,경찰병원,하차,2022-02,3965
729,3,342,오금,승차,2022-02,3021
730,3,342,오금,하차,2022-02,2649
731,4,409,당고개,승차,2022-02,10612
732,4,409,당고개,하차,2022-02,10185
733,4,410,상계,승차,2022-02,15251
734,4,410,상계,하차,2022-02,14616
735,4,411,노원,승차,2022-02,12304
736,4,411,노원,하차,2022-02,12495
737,4,412,창동,승차,2022-02,20578
738,4,412,창동,하차,2022-02,20660
739,4,413,쌍문,승차,2022-02,17476
740,4,413,쌍문,하차,2022-02,16754
741,4,414,수유(강북구청),승차,2022-02,24560
742,4,414,수유(강북구청),하차,2022-02,24622
743,4,415,미아(서울사이버대학),승차,2022-02,13311
744,4,415,미아(서울사이버대학),하차,2022-02,13295
745,4,416,미아사거리,승차,2022-02,21530
746,4,416,미아사거리,하차,2022-02,20725
747,4,417,길음,승차,2022-02,11109
748,4,417,길음,하차,2022-02,10960
749,4,418,성신여대입구(돈암),승차,2022-02,9184
750,4,418,성신여대입구(돈암),하차,2022-02,9014
751,4,419,한성대입구(삼선교),승차,2022-02,6789
752,4,419,한성대입구(삼선교),하차,2022-02,6454
753,4,420,혜화,승차,2022-02,18414
754,4,420,혜화,하차,2022-02,17269
755,4,421,동대문,승차,2022-02,14698
756,4,421,동대문,하차,2022-02,14808
757,4,422,동대문역사문화공원(DDP),승차,2022-02,7280
758,4,422,동대문역사문화공원(DDP),하차,2022-02,6273
759,4,423,충무로,승차,2022-02,13592
760,4,423,충무로,하차,2022-02,13655
761,4,424,명동,승차,2022-02,7216
762,4,424,명동,하차,2022-02,7303
763,4,425,회현(남대문시장),승차,2022-02,12963
764,4,425,회현(남대문시장),하차,2022-02,13086
765,4,426,서울역,승차,2022-02,5632
766,4,426,서울역,하차,2022-02,6579
767,4,427,숙대입구(갈월),승차,2022-02,7089
768,4,427,숙대입구(갈월),하차,2022-02,6672
769,4,428,삼각지,승차,2022-02,3663
770,4,428,삼각지,하차,2022-02,3423
771,4,429,신용산,승차,2022-02,7015
772,4,429,신용산,하차,2022-02,7129
773,4,430,이촌(국립중앙박물관),승차,2022-02,3189
774,4,430,이촌(국립중앙박물관),하차,2022-02,3110
775,4,431,동작(현충원),승차,2022-02,1206
776,4,431,동작(현충원),하차,2022-02,1186
777,4,432,총신대입구(이수),승차,2022-02,10659
778,4,432,총신대입구(이수),하차,2022-02,11059
779,4,433,사당,승차,2022-02,7701
780,4,433,사당,하차,2022-02,8009
781,4,434,남태령,승차,2022-02,694
782,4,434,남태령,하차,2022-02,612
783,5,2511,방화,승차,2022-02,6811
784,5,2511,방화,하차,2022-02,6415
785,5,2512,개화산,승차,2022-02,5912
786,5,2512,개화산,하차,2022-02,5420
787,5,2513,김포공항,승차,2022-02,5268
788,5,2513,김포공항,하차,2022-02,5079
789,5,2514,송정,승차,2022-02,5576
790,5,2514,송정,하차,2022-02,5116
791,5,2515,마곡,승차,2022-02,5936
792,5,2515,마곡,하차,2022-02,5654
793,5,2516,발산,승차,2022-02,13276
794,5,2516,발산,하차,2022-02,12642
795,5,2517,우장산,승차,2022-02,8115
796,5,2517,우장산,하차,2022-02,8296
797,5,2518,화곡,승차,2022-02,17687
798,5,2518,화곡,하차,2022-02,16811
799,5,2519,까치산,승차,2022-02,18238
800,5,2519,까치산,하차,2022-02,18178
801,5,2520,신정(은행정),승차,2022-02,8518
802,5,2520,신정(은행정),하차,2022-02,7793
803,5,2521,목동,승차,2022-02,8776
804,5,2521,목동,하차,2022-02,8870
805,5,2522,오목교(목동운동장앞),승차,2022-02,9613
806,5,2522,오목교(목동운동장앞),하차,2022-02,9494
807,5,2523,양평,승차,2022-02,3895
808,5,2523,양평,하차,2022-02,4060
809,5,2524,영등포구청,승차,2022-02,2482
810,5,2524,영등포구청,하차,2022-02,2461
811,5,2525,영등포시장,승차,2022-02,7222
812,5,2525,영등포시장,하차,2022-02,7102
813,5,2526,신길,승차,2022-02,1648
814,5,2526,신길,하차,2022-02,1655
815,5,2527,여의도,승차,2022-02,7584
816,5,2527,여의도,하차,2022-02,7222
817,5,2528,여의나루,승차,2022-02,3134
818,5,2528,여의나루,하차,2022-02,3183
819,5,2529,마포,승차,2022-02,5764
820,5,2529,마포,하차,2022-02,5957
821,5,2530,공덕,승차,2022-02,4975
822,5,2530,공덕,하차,2022-02,4753
823,5,2531,애오개,승차,2022-02,4282
824,5,2531,애오개,하차,2022-02,4077
825,5,2532,충정로(경기대입구),승차,2022-02,1632
826,5,2532,충정로(경기대입구),하차,2022-02,1629
827,5,2533,서대문,승차,2022-02,7824
828,5,2533,서대문,하차,2022-02,7508
829,5,2534,광화문(세종문화회관),승차,2022-02,10091
830,5,2534,광화문(세종문화회관),하차,2022-02,10027
831,5,2535,종로3가,승차,2022-02,7868
832,5,2535,종로3가,하차,2022-02,7972
833,5,2536,을지로4가,승차,2022-02,3724
834,5,2536,을지로4가,하차,2022-02,3837
835,5,2537,동대문역사문화공원(DDP),승차,2022-02,1002
836,5,2537,동대문역사문화공원(DDP),하차,2022-02,1106
837,5,2538,청구,승차,2022-02,2964
838,5,2538,청구,하차,2022-02,2117
839,5,2539,신금호,승차,2022-02,4340
840,5,2539,신금호,하차,2022-02,4623
841,5,2540,행당,승차,2022-02,5068
842,5,2540,행당,하차,2022-02,4551
843,5,2541,왕십리(성동구청),승차,2022-02,3286
844,5,2541,왕십리(성동구청),하차,2022-02,3050
845,5,2542,마장,승차,2022-02,4400
846,5,2542,마장,하차,2022-02,4211
847,5,2543,답십리,승차,2022-02,9325
848,5,2543,답십리,하차,2022-02,9146
849,5,2544,장한평,승차,2022-02,11632
850,5,2544,장한평,하차,2022-02,11315
851,5,2545,군자(능동),승차,2022-02,6052
852,5,2545,군자(능동),하차,2022-02,6402
853,5,2546,아차산(어린이대공원후문),승차,2022-02,10766
854,5,2546,아차산(어린이대공원후문),하차,2022-02,10326
855,5,2547,광나루(장신대),승차,2022-02,5935
856,5,2547,광나루(장신대),하차,2022-02,5470
857,5,2548,천호(풍납토성),승차,2022-02,13053
858,5,2548,천호(풍납토성),하차,2022-02,12454
859,5,2549,강동,승차,2022-02,11547
860,5,2549,강동,하차,2022-02,10871
861,5,2550,길동,승차,2022-02,7008
862,5,2550,길동,하차,2022-02,7204
863,5,2551,굽은다리(강동구민회관앞),승차,2022-02,7517
864,5,2551,굽은다리(강동구민회관앞),하차,2022-02,6977
865,5,2552,명일,승차,2022-02,6219
866,5,2552,명일,하차,2022-02,6001
867,5,2553,고덕,승차,2022-02,6114
868,5,2553,고덕,하차,2022-02,5977
869,5,2554,상일동,승차,2022-02,8241
870,5,2554,상일동,하차,2022-02,7686
871,5,2555,둔촌동,승차,2022-02,5941
872,5,2555,둔촌동,하차,2022-02,5640
873,5,2556,올림픽공원(한국체대),승차,2022-02,2312
874,5,2556,올림픽공원(한국체대),하차,2022-02,2140
875,5,2557,방이,승차,2022-02,3540
876,5,2557,방이,하차,2022-02,3402
877,5,2558,오금,승차,2022-02,2131
878,5,2558,오금,하차,2022-02,2027
879,5,2559,개롱,승차,2022-02,5036
880,5,2559,개롱,하차,2022-02,4946
881,5,2560,거여,승차,2022-02,7120
882,5,2560,거여,하차,2022-02,6852
883,5,2561,마천,승차,2022-02,6675
884,5,2561,마천,하차,2022-02,6554
885,5,2562,강일,승차,2022-02,3367
886,5,2562,강일,하차,2022-02,3293
887,5,2563,미사,승차,2022-02,7610
888,5,2563,미사,하차,2022-02,7575
889,5,2564,하남풍산,승차,2022-02,2656
890,5,2564,하남풍산,하차,2022-02,2674
891,5,2565,하남시청(덕풍·신장),승차,2022-02,5430
892,5,2565,하남시청(덕풍·신장),하차,2022-02,5454
893,5,2566,하남검단산,승차,2022-02,3714
894,5,2566,하남검단산,하차,2022-02,3699
895,6,2611,응암,승차,2022-02,13748
896,6,2611,응암,하차,2022-02,13221
897,6,2612,역촌,승차,2022-02,3730
898,6,2612,역촌,하차,2022-02,3633
899,6,2613,불광,승차,2022-02,4347
900,6,2613,불광,하차,2022-02,3506
901,6,2614,독바위,승차,2022-02,1997
902,6,2614,독바위,하차,2022-02,2151
903,6,2616,구산,승차,2022-02,5630
904,6,2616,구산,하차,2022-02,5431
905,6,2617,새절(신사),승차,2022-02,9318
906,6,2617,새절(신사),하차,2022-02,8769
907,6,2618,증산(명지대앞),승차,2022-02,8477
908,6,2618,증산(명지대앞),하차,2022-02,8427
909,6,2619,디지털미디어시티,승차,2022-02,6406
910,6,2619,디지털미디어시티,하차,2022-02,6711
911,6,2620,월드컵경기장(성산),승차,2022-02,4317
912,6,2620,월드컵경기장(성산),하차,2022-02,4086
913,6,2621,마포구청,승차,2022-02,11934
914,6,2621,마포구청,하차,2022-02,10645
915,6,2622,망원,승차,2022-02,8222
916,6,2622,망원,하차,2022-02,8558
917,6,2623,합정,승차,2022-02,4822
918,6,2623,합정,하차,2022-02,4467
919,6,2624,상수,승차,2022-02,2197
920,6,2624,상수,하차,2022-02,2209
921,6,2625,광흥창(서강),승차,2022-02,4184
922,6,2625,광흥창(서강),하차,2022-02,3980
923,6,2626,대흥(서강대앞),승차,2022-02,4164
924,6,2626,대흥(서강대앞),하차,2022-02,4180
925,6,2627,공덕,승차,2022-02,7439
926,6,2627,공덕,하차,2022-02,6775
927,6,2628,효창공원앞,승차,2022-02,4030
928,6,2628,효창공원앞,하차,2022-02,3747
929,6,2629,삼각지,승차,2022-02,1993
930,6,2629,삼각지,하차,2022-02,1705
931,6,2630,녹사평(용산구청),승차,2022-02,1913
932,6,2630,녹사평(용산구청),하차,2022-02,1718
933,6,2631,이태원,승차,2022-02,3315
934,6,2631,이태원,하차,2022-02,3250
935,6,2632,한강진,승차,2022-02,2084
936,6,2632,한강진,하차,2022-02,2155
937,6,2633,버티고개,승차,2022-02,793
938,6,2633,버티고개,하차,2022-02,998
939,6,2634,약수,승차,2022-02,2044
940,6,2634,약수,하차,2022-02,1829
941,6,2635,청구,승차,2022-02,2303
942,6,2635,청구,하차,2022-02,2950
943,6,2636,신당,승차,2022-02,4385
944,6,2636,신당,하차,2022-02,4154
945,6,2637,동묘앞,승차,2022-02,8318
946,6,2637,동묘앞,하차,2022-02,7352
947,6,2638,창신,승차,2022-02,2032
948,6,2638,창신,하차,2022-02,1824
949,6,2639,보문,승차,2022-02,3346
950,6,2639,보문,하차,2022-02,3031
951,6,2640,안암(고대병원앞),승차,2022-02,4599
952,6,2640,안암(고대병원앞),하차,2022-02,4374
953,6,2641,고려대(종암),승차,2022-02,4458
954,6,2641,고려대(종암),하차,2022-02,4333
955,6,2642,월곡(동덕여대),승차,2022-02,7945
956,6,2642,월곡(동덕여대),하차,2022-02,7642
957,6,2643,상월곡(한국과학기술연구원),승차,2022-02,4741
958,6,2643,상월곡(한국과학기술연구원),하차,2022-02,4412
959,6,2644,돌곶이,승차,2022-02,6424
960,6,2644,돌곶이,하차,2022-02,6130
961,6,2645,석계,승차,2022-02,8823
962,6,2645,석계,하차,2022-02,8443
963,6,2646,태릉입구,승차,2022-02,3365
964,6,2646,태릉입구,하차,2022-02,3429
965,6,2647,화랑대(서울여대입구),승차,2022-02,5726
966,6,2647,화랑대(서울여대입구),하차,2022-02,5022
967,6,2648,봉화산(서울의료원),승차,2022-02,5374
968,6,2648,봉화산(서울의료원),하차,2022-02,5342
969,7,2711,장암,승차,2022-02,1020
970,7,2711,장암,하차,2022-02,717
971,7,2712,도봉산,승차,2022-02,5460
972,7,2712,도봉산,하차,2022-02,7153
973,7,2713,수락산,승차,2022-02,10026
974,7,2713,수락산,하차,2022-02,9671
975,7,2714,마들,승차,2022-02,9132
976,7,2714,마들,하차,2022-02,8775
977,7,2715,노원,승차,2022-02,15608
978,7,2715,노원,하차,2022-02,15333
979,7,2716,중계,승차,2022-02,14222
980,7,2716,중계,하차,2022-02,13241
981,7,2717,하계,승차,2022-02,13799
982,7,2717,하계,하차,2022-02,12540
983,7,2718,공릉(서울과학기술대),승차,2022-02,8768
984,7,2718,공릉(서울과학기술대),하차,2022-02,8638
985,7,2719,태릉입구,승차,2022-02,5631
986,7,2719,태릉입구,하차,2022-02,4992
987,7,2720,먹골,승차,2022-02,8087
988,7,2720,먹골,하차,2022-02,8060
989,7,2721,중화,승차,2022-02,8712
990,7,2721,중화,하차,2022-02,8485
991,7,2722,상봉(시외버스터미널),승차,2022-02,9194
992,7,2722,상봉(시외버스터미널),하차,2022-02,8747
993,7,2723,면목,승차,2022-02,11858
994,7,2723,면목,하차,2022-02,11750
995,7,2724,사가정,승차,2022-02,11571
996,7,2724,사가정,하차,2022-02,11642
997,7,2725,용마산(용마폭포공원),승차,2022-02,5027
998,7,2725,용마산(용마폭포공원),하차,2022-02,5467
999,7,2726,중곡,승차,2022-02,9918
1000,7,2726,중곡,하차,2022-02,9884
1001,7,2727,군자(능동),승차,2022-02,9303
1002,7,2727,군자(능동),하차,2022-02,8109
1003,7,2728,어린이대공원(세종대),승차,2022-02,6008
1004,7,2728,어린이대공원(세종대),하차,2022-02,5628
1005,7,2729,건대입구,승차,2022-02,6945
1006,7,2729,건대입구,하차,2022-02,6050
1007,7,2730,뚝섬유원지,승차,2022-02,4018
1008,7,2730,뚝섬유원지,하차,2022-02,3895
1009,7,2731,청담,승차,2022-02,5930
1010,7,2731,청담,하차,2022-02,5831
1011,7,2732,강남구청,승차,2022-02,4715
1012,7,2732,강남구청,하차,2022-02,4882
1013,7,2733,학동,승차,2022-02,6008
1014,7,2733,학동,하차,2022-02,5760
1015,7,2734,논현,승차,2022-02,5732
1016,7,2734,논현,하차,2022-02,5663
1017,7,2735,반포,승차,2022-02,2207
1018,7,2735,반포,하차,2022-02,2017
1019,7,2736,고속터미널,승차,2022-02,7046
1020,7,2736,고속터미널,하차,2022-02,5987
1021,7,2737,내방,승차,2022-02,5421
